logM200,sigma
13.57149,449.8026
13.69705,449.7849
13.87109,449.7626
13.77666,449.6887
13.77376,449.6432
13.70091,449.5812
13.7744,449.4679
13.84997,449.4161
13.92183,449.3463
13.47705,449.2839
12.95651,449.2712
13.8114,449.2712
13.87601,449.1881
13.68883,449.1826
14.04578,448.8727
13.45438,448.4742
13.44826,448.4299
13.74135,448.3603
13.90827,448.297
13.70035,448.2085
13.37371,448.2085
13.30061,448.0693
13.824,447.8194
13.85708,447.7657
13.77253,447.6771
13.77397,447.5885
13.71249,447.4175
13.59555,447.2343
13.68027,447.1945
13.61455,447.1753
13.74508,447.1457
13.64435,447.1103
13.6935,446.8801
13.19982,446.8801
13.63638,446.8801
13.67725,446.8801
14.22571,446.7113
13.78744,446.7029
14.12906,446.7029
13.9719,446.6776
13.60665,446.6144
13.9707,446.5258
14.07753,446.3937
13.74043,446.3781
13.2315,446.3487
13.18912,446.3487
13.9995,446.045
13.8946,445.9067
13.91891,445.9059
13.48246,445.8173
13.44211,445.8173
13.88075,445.6655
13.8487,445.6315
13.21684,445.5516
13.73209,445.4487
13.32765,445.3877
13.59023,445.3391
13.69879,445.1974
13.85769,445.1552
13.58308,445.1088
13.59423,445.0203
13.21826,445.0203
13.60253,444.929
13.69165,444.8338
13.68609,444.8077
13.69408,444.7948
13.84252,444.7546
13.82001,444.5486
14.03051,444.5243
13.58444,444.4889
13.0989,444.4889
13.47517,444.4003
13.8862,443.9575
13.47161,443.869
14.28413,443.869
13.24197,443.869
13.37343,443.8335
13.53678,443.7361
13.96802,443.6918
13.10456,443.6918
14.04839,443.6393
13.29541,443.4704
13.49298,443.4262
13.2264,443.2048
13.56263,443.1605
13.36514,443.1605
13.95533,443.1521
13.96917,443.1502
13.46426,442.8948
13.04193,442.8062
13.67005,442.7885
13.99031,442.6823
13.51302,442.6291
13.5642,442.6291
14.05617,442.6291
13.39186,442.6291
13.35137,442.6291
14.03201,442.3755
13.68153,442.3701
14.00348,442.2749
14.16942,442.1654
13.47352,441.8763
13.50937,441.8321
13.32137,441.8321
13.49472,441.8101
13.71944,441.5701
13.49115,441.5664
13.21044,441.5664
13.96028,441.5268
13.45006,441.0645
14.00995,440.9958
13.60183,440.9907
13.67547,440.7693
13.95987,440.6512
13.57485,440.5554
13.66428,440.5036
13.5106,440.5036
13.51382,440.5036
13.60377,440.4151
14.17726,440.3442
13.37884,440.238
13.11091,440.1494
13.46658,440.1494
13.58777,440.1051
13.97888,440.0288
14.0354,440.0055
13.59661,439.9819
14.24288,439.9723
13.15648,439.9723
13.99697,439.8216
13.61318,439.7066
13.66554,439.7066
13.55319,439.7066
13.47391,439.4852
13.62024,439.4261
14.08718,439.2638
13.77985,439.1752
13.41434,439.1752
13.69593,439.0867
14.13368,438.9095
13.46984,438.9095
13.89665,438.8414
13.78166,438.7071
14.09929,438.6439
13.46449,438.3782
13.4355,438.2365
13.9767,438.1125
13.79495,437.8468
13.38189,437.5811
13.44147,437.5811
14.11158,437.4926
13.81192,437.4926
13.76629,437.1292
14.06682,437.0624
13.8561,437.0498
12.96323,437.0498
12.98508,437.0498
13.7314,436.9106
13.66315,436.8372
13.8467,436.6164
13.88369,436.5184
13.39534,436.5184
13.73149,436.5184
12.76476,436.5184
13.64591,436.4898
12.82041,436.4298
14.04311,436.3453
13.7143,436.2527
13.77005,436.1641
13.69573,436.1494
13.41326,435.987
13.8878,435.7213
14.56055,435.6151
14.22452,435.5642
14.09869,435.5442
13.64383,435.4557
13.27523,435.4557
14.13598,435.4557
13.71389,435.3228
13.41271,435.0128
13.74495,434.9243
13.37734,434.9243
13.59276,434.8889
14.01113,434.7586
13.44268,434.6586
14.14423,434.57
13.33179,434.3929
13.60579,434.335
13.65951,434.2866
13.81234,434.1357
14.00729,434.1272
12.97931,434.1272
13.1018,434.1272
13.34687,433.9147
13.89826,433.8173
13.98551,433.773
13.21363,433.773
13.42342,433.6643
14.05701,433.5959
13.98337,433.5959
13.94534,433.52
13.49493,433.4187
13.42282,433.3302
14.2524,432.9981
13.27842,432.8874
13.11357,432.8551
13.8519,432.6955
13.70347,432.2674
13.74562,432.2507
14.05579,432.2047
13.56768,432.1789
13.50416,432.0018
14.01361,431.7715
13.81737,431.6475
13.33716,431.4704
14.06765,431.1884
13.71102,431.1162
13.64514,430.939
13.80174,430.939
13.21423,430.939
13.87685,430.5405
13.45897,430.5139
13.94855,430.4836
14.04002,430.4431
14.33683,430.2726
13.14866,430.142
13.78051,430.073
13.42256,430.0534
13.65401,430.0534
13.89441,430.0028
13.59465,429.8763
13.56604,429.8763
13.52899,429.7346
13.63706,429.6549
13.79021,429.6106
14.07082,429.5769
13.14702,429.3449
13.86319,429.0755
13.83216,429.0261
13.00623,428.8136
13.18993,428.8136
12.8671,428.8136
13.53255,428.4003
13.55431,428.0165
13.12963,428.0165
13.73653,427.9634
13.37103,427.7508
13.22741,427.5294
13.24596,427.3966
13.3476,427.2195
13.12044,427.2195
13.7558,426.9538
13.4625,426.3085
12.97007,426.1567
13.64992,425.891
13.48656,425.891
13.62084,425.7582
13.13681,425.6254
13.87642,425.4925
13.61178,425.3682
13.40824,425.3597
13.09159,425.3597
13.60781,425.2711
13.91399,424.9169
13.55658,424.8283
13.30473,424.784
13.45028,424.7397
13.57156,424.5626
13.60355,424.4741
13.83693,424.2969
13.42978,424.2527
13.40859,424.2438
13.36981,424.0313
13.8889,424.0313
14.26365,424.0313
13.88108,424.0135
13.86882,423.9854
13.60282,423.8758
13.70607,423.8718
13.53581,423.8541
13.56436,423.7656
14.14435,423.7529
13.74287,423.6566
14.12985,423.6297
13.63834,423.5505
14.26874,423.4999
13.82696,423.4557
13.89248,423.2247
13.75013,423.1156
13.27279,422.9685
13.63932,422.7218
13.98973,422.7028
12.76356,422.7028
13.87316,422.6497
13.4875,422.4372
13.83254,422.4372
13.27237,422.26
13.44616,422.1715
13.55053,421.9058
13.76767,421.7434
13.7857,421.6526
12.74738,421.6401
13.22643,421.3744
13.75078,421.3744
14.09683,421.1973
13.63693,421.1973
13.39757,421.1087
13.21582,421.1087
14.18834,420.9426
13.87642,420.843
13.57047,420.7973
13.87227,420.7564
14.03069,420.6836
14.2817,420.5774
13.45955,420.5774
13.925,420.5735
13.87551,420.4888
13.65439,420.3117
13.77221,420.2674
13.55008,420.2585
13.40161,420.2231
13.89513,420.0934
13.81384,420.0794
13.13982,420.046
12.76663,420.046
13.57113,419.7803
13.84585,419.7803
13.61324,419.7803
13.61492,419.5146
13.68852,419.5146
13.21448,419.4261
14.17078,419.3818
13.81203,419.2489
13.34441,419.2489
13.74539,419.2489
13.62206,419.2342
13.58565,419.2312
13.52881,419.1427
13.75942,419.0718
13.91283,419.0718
13.42711,418.9833
14.0727,418.9453
13.67791,418.9453
13.26071,418.8947
13.77866,418.7555
14.01678,418.7176
13.51924,418.7176
13.38403,418.7176
13.31309,418.7176
14.01614,418.4519
13.43532,418.3633
13.93576,418.28
13.69909,418.2748
14.06578,418.2393
13.76329,418.1862
13.50971,418.1862
13.36114,418.1862
14.56954,418.0563
13.56032,418.0091
13.29803,417.9964
13.51289,417.93
13.72631,417.9205
13.49076,417.9205
13.43258,417.8674
14.03822,417.832
13.78523,417.832
13.19432,417.6548
12.72727,417.4777
13.69588,417.3006
13.81858,417.2931
13.78856,417.2253
13.75346,417.1802
13.35915,417.1766
13.76182,417.1235
13.58341,417.1235
13.11867,417.1235
13.66683,417.0729
13.56478,417.052
13.34629,416.8578
13.69719,416.7692
13.41199,416.7692
13.77058,416.5921
13.81435,416.5921
13.50492,416.539
14.31794,416.415
13.60575,416.2885
13.88474,416.2581
13.69811,416.0607
13.71374,415.7065
13.44223,415.7065
14.00784,415.6533
13.99614,415.5884
13.51617,415.5294
13.54834,415.5165
13.67308,415.387
13.63277,415.2991
13.3025,415.2991
13.86622,415.2637
13.16897,415.1751
13.26205,414.998
13.7992,414.9786
13.56964,414.9094
13.27819,414.8209
13.52587,414.8182
13.49641,414.5198
13.25511,414.4666
13.83245,414.2895
13.79472,414.2452
13.45973,414.201
13.24248,414.201
13.6038,414.201
13.79684,414.1124
13.49421,413.9353
13.12696,413.9353
13.04999,413.9353
13.74881,413.9353
14.18585,413.6696
13.2788,413.6696
12.82968,413.6696
14.0971,413.6165
13.84941,413.3398
13.41769,413.2268
13.86833,413.2268
13.62786,413.2268
13.87013,413.1382
13.57167,413.1382
13.65214,412.8725
13.27775,412.8194
13.47906,412.6954
13.41402,412.3943
13.73231,412.3851
13.94418,412.3412
14.24333,412.2952
13.76839,412.2796
13.63806,412.0871
13.58277,412.085
13.42331,412.0755
13.63073,411.9869
13.96231,411.9426
13.33609,411.8098
12.8875,411.8098
12.93613,411.8098
13.11308,411.677
14.14752,411.5441
13.53561,411.5441
13.62614,411.2784
13.52763,411.231
13.20635,411.0127
12.85426,411.0127
13.25013,411.0127
13.96059,410.9937
13.73639,410.7471
13.94902,410.7471
13.79719,410.5421
13.2145,410.4814
13.38608,410.4105
13.68568,410.3928
13.90612,410.241
13.38626,410.2157
13.65661,410.2157
13.8648,410.0616
13.86309,409.95
13.45705,409.95
12.91862,409.95
13.30436,409.9353
13.72595,409.9024
13.77951,409.7286
13.33811,409.6843
13.44561,409.4186
14.0256,409.3673
13.62711,409.2858
13.64976,409.153
13.10795,409.153
13.60373,409.1486
13.45637,408.9404
13.40434,408.8873
13.58225,408.843
13.58806,408.7987
13.79937,408.7102
13.5299,408.6511
13.86565,408.6216
12.70518,408.6216
13.38971,408.6216
13.63809,408.3957
13.08628,408.3559
13.78181,408.3116
13.63549,408.2674
13.78383,408.1345
13.27131,408.0902
13.15128,407.8245
13.11735,407.8245
13.94307,407.8223
13.36109,407.6474
13.35969,407.5842
13.4605,407.5589
13.6971,407.5589
13.80134,407.4508
14.27255,407.3375
13.89216,407.3311
13.50693,407.3109
13.54987,407.2932
13.35554,407.2932
13.68119,407.1161
13.73588,407.0781
13.56961,407.0275
12.86185,407.0275
13.68192,406.9832
13.67042,406.8603
13.49384,406.7618
12.80182,406.7618
13.16629,406.7618
13.73849,406.7323
13.82335,406.5847
13.58973,406.4982
13.46182,406.4961
13.94003,406.2304
13.36828,406.2304
13.03468,406.1925
14.02647,406.1419
13.76196,406.0925
13.69267,406.057
13.87565,406.0113
13.92036,405.8585
13.63387,405.8129
13.35515,405.6991
13.42734,405.6105
13.21006,405.4334
13.59003,405.3271
13.36739,405.2563
13.75488,405.1814
13.57706,405.1677
13.41087,405.1677
13.29729,405.1677
13.44827,405.0349
13.71208,404.902
13.88412,404.902
13.59951,404.902
14.11922,404.7603
12.90864,404.6363
13.05754,404.6363
13.43464,404.6363
13.2945,404.5478
13.87769,404.4769
13.82527,404.4592
13.36432,404.3707
14.09662,404.1227
13.65733,404.105
13.73,403.8393
12.75155,403.8393
14.00113,403.7862
13.43726,403.7064
13.60363,403.6026
13.62028,403.5736
13.51246,403.4496
13.47471,403.4444
13.90138,403.3355
13.17008,403.3079
13.61429,403.3079
13.78757,403.1485
13.44014,403.1055
13.55904,403.0954
13.57373,403.0422
13.77457,403.0422
13.73249,403.0273
14.07685,402.998
13.16151,402.9094
13.31313,402.8208
13.29375,402.7766
14.04932,402.564
13.44572,402.5109
13.2714,402.5109
13.64454,402.2452
14.02751,402.2452
13.49914,402.2094
13.53896,402.2009
13.51002,402.1935
13.23823,402.1029
13.21971,401.9795
13.5126,401.9352
14.30534,401.8656
13.66578,401.7898
13.19889,401.7138
13.84325,401.5367
13.82636,401.4481
13.53647,401.4481
13.83432,401.3431
13.46905,401.2893
14.59581,401.2768
13.46551,401.1825
13.37136,401.1825
13.64443,401.1677
13.33284,401.0053
13.4002,400.9168
13.06092,400.9168
13.78448,400.8282
13.80481,400.7503
13.16557,400.6511
13.56191,400.6511
13.9328,400.5625
13.89683,400.5448
13.71517,400.3984
13.33095,400.3854
13.86942,400.1197
13.77203,400.1197
13.46513,400.1197
13.15605,399.9603
13.86702,399.8996
14.05606,399.8009
13.72526,399.7655
13.39538,399.5883
13.07791,399.3227
13.67021,399.1633
13.71245,399.057
13.67516,398.993
13.83268,398.9537
13.78331,398.8856
13.62209,398.8621
13.64585,398.809
13.13772,398.7913
13.19352,398.7913
13.69109,398.7444
13.07476,398.7027
13.94243,398.611
13.29091,398.5256
13.83014,398.5256
13.35322,398.5256
13.5144,398.5256
13.59359,398.3485
13.8718,398.3264
13.59635,398.2599
13.78648,398.1714
13.29008,398.1714
13.07146,398.1714
13.50845,398.1208
14.21661,397.9942
13.22139,397.9088
14.22421,397.7286
13.79179,397.6147
14.00962,397.5578
14.43428,397.516
13.73912,397.4629
13.37896,397.4629
13.54799,397.2858
13.71908,397.2098
13.32666,397.1972
13.42052,397.1972
13.87075,397.1429
13.78412,396.9315
13.28761,396.9315
13.15854,396.9315
13.30005,396.9315
13.32751,396.9315
13.15297,396.8784
13.27915,396.7291
13.70746,396.6658
13.30736,396.6658
13.68716,396.6511
14.0619,396.3106
13.54164,396.223
14.22534,396.223
13.07909,396.223
13.83149,396.2199
13.79328,396.1787
13.66275,396.1345
13.64754,396.1345
13.55632,396.0459
14.10592,395.9984
13.75903,395.951
13.54426,395.9088
13.35426,395.8688
13.23545,395.8688
14.11717,395.7802
12.89431,395.6031
13.43334,395.6031
13.49663,395.3627
13.77622,395.3374
13.6542,395.3374
13.77796,394.9832
13.42989,394.806
13.50271,394.806
13.55785,394.7706
13.56,394.6289
13.03741,394.6289
13.53032,394.5404
13.41857,394.5404
13.90715,394.5254
13.11106,394.2747
13.00117,394.2747
13.68117,394.2747
13.12841,394.2747
13.76657,394.0533
13.40296,394.0469
13.97655,393.9913
13.98938,393.9204
13.4454,393.9204
13.37821,393.9204
13.61328,393.9204
13.38472,393.7728
13.34774,393.7433
13.91195,393.7433
13.33041,393.7433
13.29767,393.7433
13.32951,393.7433
13.61369,393.4966
13.84893,393.4776
13.67477,393.2119
13.23518,393.2119
13.72752,393.2119
13.31853,393.2119
13.2786,393.2119
13.59103,393.2119
13.27275,393.2119
13.4955,393.0348
13.3151,392.9994
13.82712,392.9994
13.98159,392.9463
13.91399,392.9463
12.87383,392.9463
14.17432,392.8014
13.40135,392.7863
13.65062,392.6983
13.71296,392.6806
13.56829,392.6806
13.29626,392.6806
13.4747,392.592
13.60873,392.4149
13.09855,392.4149
13.61844,392.3263
13.57956,392.3263
13.43606,392.1899
13.65076,392.1492
13.09052,392.1492
14.0488,391.9632
13.7847,391.9278
13.38407,391.8835
13.27613,391.8835
13.60639,391.8835
13.44956,391.8835
13.07233,391.8835
13.57746,391.6178
13.52188,391.6178
13.76154,391.547
13.39967,391.3522
13.91137,391.2774
13.42163,391.2636
13.56109,391.2636
14.05454,391.0865
13.48002,391.0865
13.34356,391.0865
13.01674,391.0865
14.07958,391.0612
13.36546,391.0333
13.82051,390.8544
13.39364,390.8208
13.77827,390.8208
13.53177,390.5551
12.9467,390.5551
14.05627,390.5045
13.04353,390.2894
13.68198,390.2363
13.74296,390.1583
13.47953,390.0975
13.68241,390.0237
13.14927,390.0237
13.53008,389.8466
14.12805,389.8466
13.89048,389.7581
13.8604,389.7581
12.73833,389.7581
13.15867,389.7581
13.98629,389.7581
13.65448,389.7581
13.37547,389.7138
13.24465,389.4924
13.91698,389.4924
13.83687,389.4924
13.81928,389.4412
14.58682,389.3152
13.30566,389.2267
13.49699,389.1735
14.24379,389.1381
13.34719,389.1381
13.37118,389.1381
13.32075,389.1381
13.6242,388.961
13.15027,388.961
13.27299,388.961
12.61266,388.961
14.26873,388.9167
13.90496,388.8724
13.40512,388.8282
13.47873,388.7396
13.79229,388.6953
13.57852,388.6321
13.80844,388.6068
13.47494,388.4296
13.74509,388.3618
13.53546,388.2525
13.46482,388.0754
13.66126,388.0577
13.10712,388.0311
13.1819,387.8983
13.5147,387.8318
13.80204,387.5559
13.04585,387.544
13.33178,387.3669
13.50318,387.3669
13.30826,387.2151
14.35546,387.1898
13.77349,387.1455
13.64822,387.1392
13.2608,387.1012
13.5321,386.8463
13.66987,386.8355
13.45666,386.8355
13.92421,386.8355
14.03024,386.6141
13.42608,386.5698
13.2018,386.5698
13.47251,386.4813
13.4489,386.4636
13.4821,386.437
13.96068,386.3042
13.62666,386.3042
13.2334,386.3042
13.61685,386.1979
13.63105,386.1713
14.02175,386.127
13.69989,386.127
14.50954,386.0385
12.91234,386.0385
13.76461,385.9499
13.80221,385.8614
12.99722,385.7728
13.44495,385.7728
13.30762,385.7728
13.41168,385.7728
13.31083,385.64
13.53577,385.5071
13.52054,385.5071
13.29512,385.5071
13.42925,385.4894
13.2246,385.4628
14.41845,385.454
13.70176,385.4185
13.54423,385.2414
13.54811,385.2414
13.48782,385.1352
13.90416,385.1
13.93716,385.0801
13.69462,384.9757
13.07835,384.9757
14.03981,384.8872
12.46072,384.8163
13.48399,384.7101
13.84897,384.7101
13.23877,384.7101
13.57187,384.7101
13.32635,384.7101
13.51087,384.7101
13.60807,384.6569
13.40542,384.6392
13.75215,384.5838
13.23421,384.4444
13.27626,384.4444
13.99358,384.4296
13.41385,384.3925
12.72336,384.1787
13.64614,384.0869
13.26896,383.9573
13.66991,383.882
13.98433,383.8244
13.54386,383.798
14.60325,383.7738
13.62096,383.7235
13.80893,383.6473
13.67688,383.6473
13.59739,383.6189
13.26283,383.4259
13.55059,383.3816
13.24579,383.3816
14.09479,383.116
13.43513,383.116
13.43209,383.116
13.15451,383.116
13.48075,382.8503
13.31311,382.7617
14.55743,382.7269
13.87554,382.6554
14.11675,382.5846
13.79955,382.5846
13.39527,382.5846
14.21955,382.5403
13.40305,382.5315
14.20944,382.4783
13.20527,382.3189
13.58141,382.2303
14.50223,382.2126
13.80029,382.179
13.96753,382.0532
13.88266,382.0532
13.62493,381.9866
13.56704,381.9469
13.64979,381.9014
13.55818,381.699
13.51398,381.699
13.36859,381.5396
13.33411,381.5219
13.54589,381.5219
13.15784,381.5219
13.25832,381.5219
13.47044,381.5219
13.82768,381.4509
13.4508,381.4333
13.6767,381.4237
13.12559,381.2562
13.56108,381.2562
13.41204,381.2562
13.2475,381.1676
13.14326,380.9905
13.18729,380.9905
13.30359,380.9905
13.46315,380.9905
13.41749,380.7248
13.24652,380.7248
13.51229,380.7248
13.70008,380.5943
13.87342,380.5123
14.05439,380.4848
13.77039,380.4591
13.73169,380.4591
13.02158,380.4591
13.45958,380.4591
12.92934,380.4591
13.49072,380.4414
13.43709,380.4296
13.28404,380.1934
13.7324,380.1049
13.93575,380.0964
13.78951,380.0132
13.29773,379.972
13.41098,379.9455
13.63938,379.8835
13.58414,379.8518
13.676,379.7506
13.429,379.7506
13.42242,379.5381
13.81757,379.5292
13.4739,379.5027
14.21903,379.4976
13.79671,379.3997
13.75575,379.3964
13.56525,379.3964
12.99962,379.3964
13.18734,379.3964
13.46469,379.3926
13.65099,379.3152
13.42151,379.2193
13.60266,379.1307
13.25953,379.1307
13.43295,379.1307
13.61078,379.0244
13.60587,378.9951
13.82509,378.9713
13.73448,378.865
13.2517,378.8485
13.39997,378.6879
13.1822,378.6879
13.56227,378.6436
13.71633,378.5993
13.58192,378.5403
13.4349,378.5108
13.56995,378.4802
13.34838,378.3336
13.57741,378.1565
13.53134,378.068
13.55882,378.068
12.64637,378.068
13.37859,377.9086
13.56454,377.8023
13.60329,377.8023
13.51077,377.8023
13.57515,377.7517
13.41277,377.6694
13.71409,377.6252
13.46611,377.6104
13.90093,377.5366
13.45178,377.5366
13.4577,377.5189
13.62762,377.4239
13.65545,377.2709
13.84684,377.2178
13.4355,377.0938
13.36889,377.0938
13.76687,377.0052
13.78906,376.8511
13.55682,376.8281
13.1404,376.8281
13.71388,376.804
13.73961,376.7395
13.87063,376.7395
13.04515,376.7395
13.38561,376.7299
13.45341,376.6999
13.59705,376.6333
13.30814,376.5624
13.45661,376.4739
13.53978,376.4739
13.48615,376.4739
13.44719,376.4739
13.33893,376.3853
13.99249,376.341
13.43438,376.2525
13.02532,376.2082
13.26815,376.2082
12.78375,376.2082
13.53493,376.0155
13.68983,375.9425
13.89656,375.8392
14.18337,375.6768
13.07472,375.6768
13.28186,375.6768
13.35161,375.5991
13.84186,375.534
12.87923,375.4997
13.9501,375.4406
14.00595,375.4111
13.9552,375.3226
13.38018,375.3049
13.82145,375.234
14.18148,375.2181
13.65093,375.1707
13.94866,375.1454
13.69436,375.1414
13.61678,375.1394
14.14804,374.9683
13.41407,374.9683
13.38983,374.8798
13.83171,374.7912
13.74925,374.7026
13.75339,374.6672
13.72216,374.6141
13.78722,374.6141
13.43362,374.6141
13.3342,374.6141
12.66385,374.6141
13.69174,374.5938
13.38504,374.5505
13.4216,374.3484
13.95021,374.2834
13.28812,374.189
13.55566,374.0827
13.75309,374.0321
13.61659,373.8613
13.25843,373.817
13.26092,373.817
13.0307,373.817
13.48604,373.7727
13.74886,373.7285
14.41362,373.4628
13.53675,373.273
13.5734,373.2112
13.63411,373.1971
13.63218,373.1971
13.31993,373.1971
13.96616,372.9944
12.95295,372.896
13.4777,372.8175
13.53916,372.8113
13.1971,372.7543
13.88898,372.7543
13.42927,372.7543
13.69914,372.7543
13.12489,372.7543
13.50194,372.71
13.20824,372.6657
13.70811,372.6309
13.22743,372.5645
13.57456,372.4886
13.28,372.4886
13.67257,372.4443
13.6684,372.4263
13.24314,372.3823
13.87462,372.3115
13.00769,372.2229
13.27825,372.2229
13.6757,372.1786
13.51441,372.1344
13.77849,372.0122
13.5098,372.0077
13.91601,371.9572
13.05617,371.9572
12.89143,371.7801
13.63884,371.7801
13.43637,371.6062
14.02071,371.603
13.1771,371.603
13.65354,371.4682
13.85893,371.4259
13.12765,371.4259
13.88329,371.3196
13.79432,371.2646
14.21721,371.2487
13.98627,370.8945
13.52035,370.8945
13.82547,370.8261
13.49258,370.7933
13.66652,370.7351
13.58363,370.7174
13.77797,370.6997
13.46584,370.6669
13.68706,370.6288
13.69465,370.3559
13.59182,370.2746
13.60076,370.2303
13.03032,370.0975
12.70722,370.0975
12.97602,370.0975
12.81809,370.0975
13.49145,370.0848
